upedonid,MO,MOGr,LU,MOGrLU,rcasiteid,upedon,Sample_count,SOCstock5,SOCstock30,SOCstock100,total_thickness,SOC_count,Lab_count,Depth_to_R,Non-R_SampleCount,SOC_thickness,USE,RaCA_Id,Gen_lat,Gen_long
S2011TX087001,9,911,X,0911X,C0911X05,C0911X051,5,4.0296626414992796,20.7358936162737,49.4381295447968,207,4,5,,5,103,100.0,C0911X05,34.78,-100.15
S11TX017006,9,911,X,0911X,C0911X06,C0911X061,6,3.0008261275415498,14.1346321807715,38.2184492082214,203,5,6,,6,154,100.0,C0911X06,34.09,-102.73
S11TX079011,9,911,X,0911X,C0911X07,C0911X071,5,2.34936069953684,17.259407204623898,38.576021133865,203,5,5,,5,203,100.0,C0911X07,33.53,-102.81
S11TX219011,9,911,X,0911X,C0911X08,C0911X081,5,2.51013760576368,14.1396471754813,21.924108056708498,203,4,5,,5,130,100.0,C0911X08,33.82,-102.36
S11NM041006,9,911,X,0911X,C0911X12,C0911X121,5,2.17360971866247,12.017997122813801,22.583172779094802,203,4,5,,5,113,100.0,C0911X12,33.81,-103.13
S11NM041021,9,911,X,0911X,C0911X13,C0911X131,5,3.1639974147122096,16.828536002971,51.2519313543605,203,4,5,,5,126,100.0,C0911X13,34.04,-103.28
S11TX305001,9,912,C,0912C,C0912C01,C0912C011,5,3.1997830907462297,19.458430727942897,51.371939586078994,203,4,5,,5,110,100.0,C0912C01,33.09,-101.88
S2011OK149006,9,912,C,0912C,C0912C02,C0912C021,5,6.6247955241180705,35.0686810469012,55.4364123508626,204,4,5,,5,160,100.0,C0912C02,35.44,-98.72
S10TX0950001,9,912,C,0912C,C0912C03,C0912C031,5,11.493953177915001,44.2041833767282,69.8276910209357,203,4,5,,5,148,100.0,C0912C03,31.36,-100.11
S11TX317001,9,912,C,0912C,C0912C04,C0912C041,5,2.7587603965421,14.1464091644328,24.767888900436002,203,5,5,,5,203,100.0,C0912C04,32.45,-101.71
S2011OK043001,9,912,C,0912C,C0912C05,C0912C051,6,4.72569857122239,29.115684288934396,83.23825475974309,222,4,6,202.0,5,176,100.0,C0912C05,35.85,-98.97
S11TX115001,9,912,C,0912C,C0912C06,C0912C061,6,3.98535638088022,22.370169710339397,43.7008525030414,203,5,6,,6,130,100.0,C0912C06,32.55,-101.73
C0912C07-1,9,912,C,0912C,C0912C07,C0912C071,6,3.5037057724152203,34.5763945964193,52.5209484450564,212,4,6,,6,137,100.0,C0912C07,36.16,-99.77
S11TX305011,9,912,C,0912C,C0912C08,C0912C081,5,4.60159776021613,23.1476009643962,49.602136947739,203,4,5,,5,100,100.0,C0912C08,33.32,-101.87
S2010OK017006,9,912,F,0912F,C0912F03,C0912F031,5,60.588664820583894,91.0145968714705,151.678220416707,200,4,5,,5,114,100.0,C0912F03,35.41,-98.17
C0912F06-1,9,912,F,0912F,C0912F06,C0912F061,7,44.0978005076782,91.4390008235292,142.327234058052,180,6,7,,7,112,100.0,C0912F06,36.56,-97.01
C0912F07-1,9,912,F,0912F,C0912F07,C0912F071,6,15.266543140546501,45.496564474901895,78.42499272296891,113,5,6,113.0,5,113,100.0,C0912F07,36.03,-97.54
C0912F92-1,9,912,F,0912F,C0912F92,C0912F921,5,99.14700376729229,126.810708177148,167.75858277222,80,4,5,80.0,4,80,100.0,C0912F92,36.54,-96.91
C0912F98-1,9,912,F,0912F,C0912F98,C0912F981,9,44.5252408181493,80.4469430068077,,124,6,9,124.0,8,93,30.0,C0912F98,36.27,-97.32
C0912P01-1,9,912,P,0912P,C0912P01,C0912P011,6,13.2143438014378,60.76181764081739,118.80370426933997,195,4,6,,6,104,100.0,C0912P01,36.88,-99.99
S11TX2551041,9,912,P,0912P,C0912P07,C0912P071,4,6.34020417631232,16.2948255128484,41.226235894332,203,3,4,,4,110,100.0,C0912P07,28.9,-97.67
S11TX4778126,9,912,P,0912P,C0912P10,C0912P101,6,24.9459567381229,127.749976594662,227.824028386236,93,5,6,93.0,5,93,100.0,C0912P10,30.18,-96.57
S11TX451001,9,912,P,0912P,C0912P94,C0912P941,4,12.575411421689301,42.641654374081504,67.3180896126288,100,4,4,,4,100,100.0,C0912P94,31.61,-100.65
S11TX1778001,9,912,P,0912P,C0912P97,C0912P971,5,19.708012327389998,68.6063429558824,99.12189597435409,203,4,5,114.0,4,114,100.0,C0912P97,29.46,-97.23
S11TX1010001,9,912,R,0912R,C0912R02,C0912R021,6,5.60529058887115,26.9798293136406,59.96259637984551,203,4,6,,6,111,100.0,C0912R02,34.2,-100.36
S11TX011001,9,912,R,0912R,C0912R03,C0912R031,6,3.99870226925777,15.155024381792,45.7021631017092,203,5,6,,6,135,100.0,C0912R03,34.98,-101.13
S11TX375001,9,912,R,0912R,C0912R04,C0912R041,6,7.276793162855901,33.153082683916004,73.2479592854979,203,5,6,,6,100,100.0,C0912R04,35.44,-101.7
S10TX3111011,9,912,R,0912R,C0912R05,C0912R051,9,5.96651560611093,36.6786575729088,73.5426535050828,203,6,9,168.0,8,102,100.0,C0912R05,28.12,-98.61
S11TX1311001,9,912,R,0912R,C0912R07,C0912R071,3,10.821593561556199,19.757308613451702,19.757308613451702,34,2,3,15.0,3,15,100.0,C0912R07,27.74,-98.46
S11TX2090001,9,912,R,0912R,C0912R08,C0912R081,6,23.316946685300397,104.322870139053,181.515672617923,164,4,6,,6,100,100.0,C0912R08,30.1,-98.17
S10TX269001,9,912,R,0912R,C0912R09,C0912R091,6,5.9131457529539,22.1579198044947,51.2197076769069,203,5,6,,6,143,100.0,C0912R09,33.55,-100.5
S11NM669006,9,912,R,0912R,C0912R11,C0912R111,5,5.66637369632352,33.3503143877533,58.393459932082,203,4,5,,5,112,100.0,C0912R11,34.8,-103.94
C0912R12-1,9,912,R,0912R,C0912R12,C0912R121,6,11.809323806411701,38.0462953618582,62.5499624051007,213,5,6,,6,156,100.0,C0912R12,36.23,-100.68
S11TX017016,9,912,R,0912R,C0912R13,C0912R131,4,1.4385093043875101,14.297115056583099,55.4213019848396,203,3,4,,4,100,100.0,C0912R13,34.17,-102.83
C0912R15-1,9,912,R,0912R,C0912R15,C0912R151,6,8.423019860921071,28.0202975470796,54.8758999899664,218,6,6,,6,218,100.0,C0912R15,37.06,-99.19
S11NM632001,9,912,R,0912R,C0912R16,C0912R161,4,3.2395046551919,18.5986480955029,38.0994761040116,137,4,4,,4,137,100.0,C0912R16,33.56,-105.18
C0912R19-1,9,912,R,0912R,C0912R19,C0912R191,4,11.6192302149898,30.5210765921343,56.7252198890726,110,4,4,,4,110,100.0,C0912R19,35.98,-100.99
S10TX1311011,9,912,R,0912R,C0912R20,C0912R201,3,4.1564553323259,15.246729277728699,17.3840173775074,35,2,3,35.0,3,35,100.0,C0912R20,27.57,-98.41
S11TX033001,9,912,R,0912R,C0912R22,C0912R221,7,6.31996000208879,24.786308118232498,53.77922699833,203,5,7,152.0,6,106,100.0,C0912R22,32.84,-101.53
S10TX413001,9,912,R,0912R,C0912R23,C0912R231,4,15.990733001450698,51.338338006064205,92.3814881733487,100,4,4,,4,100,100.0,C0912R23,30.82,-100.84
C0912R24-1,9,912,R,0912R,C0912R24,C0912R241,6,20.4595138223403,85.2877307369232,188.96439310841302,194,4,6,,6,114,100.0,C0912R24,36.81,-98.91
S11TX1314001,9,912,R,0912R,C0912R28,C0912R281,7,10.8318100859686,55.9422742351037,105.387954274668,204,5,7,,7,132,100.0,C0912R28,28.03,-98.34
S11TX4470001,9,912,R,0912R,C0912R29,C0912R291,6,48.607320390432605,96.1977175125192,176.902216618208,203,4,6,,6,102,100.0,C0912R29,33.03,-99.1
C0912R30-1,9,912,R,0912R,C0912R30,C0912R301,6,8.537741425677192,20.7851602494539,25.9771289573876,200,6,6,,6,200,100.0,C0912R30,36.8,-98.29
S11TX383001,9,912,R,0912R,C0912R93,C0912R931,7,10.458029685667599,42.26775422867561,73.5531323739692,200,6,7,104.0,7,104,100.0,C0912R93,31.6,-101.45
S11TX017001,9,912,X,0912X,C0912X01,C0912X011,5,6.354192190472831,30.626574483515395,55.3189177450762,73,4,5,73.0,5,73,100.0,C0912X01,33.94,-102.81
C0912X03-1,9,912,X,0912X,C0912X03,C0912X031,5,12.3496880106392,39.824801311867496,60.795390201702396,183,4,5,,5,113,100.0,C0912X03,37.17,-99.2
S11TX219016,9,912,X,0912X,C0912X04,C0912X041,5,8.61714805374709,39.178416148343,57.6365140067785,203,4,5,,5,105,100.0,C0912X04,33.81,-102.61
C0912X05-1,9,912,X,0912X,C0912X05,C0912X051,4,8.585615594694518,42.4163619361376,96.5803568861454,104,4,4,,4,104,100.0,C0912X05,36.34,-101.87
S11TX117006,9,912,X,0912X,C0912X07,C0912X071,5,8.27620487200879,35.21112957910479,59.9004655018011,203,4,5,,5,107,100.0,C0912X07,35.17,-102.59
S2011OK009016,9,912,X,0912X,C0912X09,C0912X091,5,6.47383537635234,12.1070880250692,15.7161731934511,215,4,5,,5,114,100.0,C0912X09,35.33,-99.76
S11TX117001,9,912,X,0912X,C0912X10,C0912X101,5,7.95920672934513,45.9789124636819,73.6853370839249,203,4,5,,5,100,100.0,C0912X10,35.0,-102.97
S11TX6108101,9,913,F,0913F,C0913F01,C0913F011,4,16.971504732148098,29.4480398153288,55.79161189169821,203,4,4,,4,203,100.0,C0913F01,32.95,-95.73
S10OK0855026,9,913,F,0913F,C0913F03,C0913F031,6,15.796849993206301,47.4577043832874,157.774579628988,203,5,6,,6,147,100.0,C0913F03,34.05,-96.98
C0913F04-1,9,913,F,0913F,C0913F04,C0913F041,6,12.868908182342201,87.6362281787485,244.93811483689097,203,3,6,,6,102,100.0,C0913F04,29.99,-94.74
S11TX3878026,9,913,F,0913F,C0913F05,C0913F051,6,14.662977181463301,67.9914251217764,150.414853252189,203,5,6,,6,100,100.0,C0913F05,33.44,-95.19
C0913F06-1,9,913,F,0913F,C0913F06,C0913F061,4,30.324452873498203,48.057617525264995,71.7177298871368,100,4,4,,4,100,100.0,C0913F06,35.62,-97.31
S2010OK065001,9,913,P,0913P,C0913P01,C0913P011,6,22.969801586827696,43.35608012991901,54.0181909379181,170,5,6,,6,104,100.0,C0913P01,34.72,-99.44
S10TX4678056,9,913,P,0913P,C0913P02,C0913P021,7,34.903476519445704,48.9087977435415,73.2309586661673,203,6,7,,7,120,100.0,C0913P02,32.64,-95.71
S2010OK017001,9,913,P,0913P,C0913P03,C0913P031,5,8.56859607199658,16.3790409449422,16.6142108491675,170,5,5,,5,170,100.0,C0913P03,35.54,-98.29
S11OK0850011,9,913,P,0913P,C0913P07,C0913P071,5,20.8402348491421,68.040989964229,98.59862104021641,192,4,5,,5,126,100.0,C0913P07,33.74,-97.15
C0913P09-1,9,913,P,0913P,C0913P09,C0913P091,5,7.08894119507558,11.1800975874603,11.8894216939699,200,4,5,,5,105,100.0,C0913P09,35.47,-98.2
C0913R03-1,9,913,R,0913R,C0913R03,C0913R031,5,10.6231873061034,39.1998736218425,62.64988314036,203,4,5,,5,105,100.0,C0913R03,28.37,-96.65
C0913R05-1,9,913,R,0913R,C0913R05,C0913R051,5,8.950939099347279,21.8522160330016,34.4018702928551,261,4,5,,5,144,100.0,C0913R05,36.8,-99.91
C0913R06-1,9,913,R,0913R,C0913R06,C0913R061,5,4.55017425272555,8.5690223720892,10.4993736726963,100,5,5,,5,100,100.0,C0913R06,36.46,-98.8
C0913R08-1,9,913,R,0913R,C0913R08,C0913R081,3,6.4857480897286495,13.140936959848302,13.140936959848302,105,3,3,,3,105,100.0,C0913R08,36.83,-99.18
C0913R95-1,9,913,R,0913R,C0913R95,C0913R951,5,17.7986861939608,47.4056806405361,67.87185731969889,230,4,5,,5,132,100.0,C0913R95,28.35,-96.66
S11LA1130001,9,913,W,0913W,C0913W01,C0913W011,7,77.1280813664564,470.732107284653,619.02817731781,203,6,7,,7,105,100.0,C0913W01,29.85,-92.38
C0913W02-1,9,913,W,0913W,C0913W02,C0913W021,5,18.0755601179877,70.6177303456905,155.263591276998,203,4,5,,5,134,100.0,C0913W02,30.37,-94.66
C0913W03-1,9,913,W,0913W,C0913W03,C0913W031,6,14.711937199510901,47.3004175779723,75.5895315728793,203,4,6,,6,139,100.0,C0913W03,30.37,-95.11
C0913W04-1,9,913,W,0913W,C0913W04,C0913W041,6,24.375772967179604,45.8955066769649,69.84005404420871,203,4,6,,6,110,100.0,C0913W04,29.87,-96.0
C0913W07-1,9,913,W,0913W,C0913W07,C0913W071,6,15.022247501901699,34.541357784333,64.43588161375179,203,4,6,,6,101,100.0,C0913W07,30.21,-95.1
S10NM059016,9,914,F,0914F,C0914F02,C0914F021,3,35.27235109535479,,,37,1,3,12.0,2,10,5.0,C0914F02,36.93,-103.81
C0914F03-1,9,914,F,0914F,C0914F03,C0914F031,3,14.7068239238371,37.1861468028809,37.1861468028809,19,2,3,19.0,2,19,100.0,C0914F03,35.06,-96.57
S10OK0955031,9,914,F,0914F,C0914F04,C0914F041,4,35.3919969282384,69.1000230903382,74.8715233741437,40,3,4,40.0,3,40,100.0,C0914F04,33.95,-96.83
S10NM059001,9,914,F,0914F,C0914F05,C0914F051,4,83.39134747326,185.803754870127,185.803754870127,200,3,4,21.0,3,21,100.0,C0914F05,36.99,-103.7
S10OK0955036,9,914,F,0914F,C0914F06,C0914F061,4,35.0987844202259,110.151567074725,116.06977276883998,38,3,4,38.0,3,38,100.0,C0914F06,34.0,-96.85
S10TX413006,9,914,R,0914R,C0914R01,C0914R011,4,11.0631437128254,33.799251917011105,33.799251917011105,203,2,4,15.0,2,15,100.0,C0914R01,30.88,-100.88
S10TX435001,9,914,R,0914R,C0914R02,C0914R021,4,12.460142191447101,35.3129375416203,35.3129375416203,203,2,4,20.0,2,20,100.0,C0914R02,30.36,-100.82
S10TX443001,9,914,R,0914R,C0914R03,C0914R031,3,3.3365051924262596,4.0708488619664704,4.0708488619664704,203,2,3,11.0,2,11,100.0,C0914R03,29.98,-102.05
S10TX1050011,9,914,R,0914R,C0914R05,C0914R051,3,6.00829027639293,10.813875308877199,10.813875308877199,35,2,3,10.0,2,10,100.0,C0914R05,30.84,-100.99
S10TX0530001,9,914,R,0914R,C0914R07,C0914R071,3,10.0543393634412,35.849008987473,35.849008987473,19,2,3,19.0,2,19,100.0,C0914R07,30.48,-98.25
S10TX235001,9,914,R,0914R,C0914R08,C0914R081,3,4.13520640788175,8.10654090049502,8.10654090049502,203,2,3,9.0,2,9,100.0,C0914R08,31.22,-101.26
S10TX3850001,9,914,R,0914R,C0914R10,C0914R101,5,26.1936947515,87.70920920075409,89.45136013603451,43,3,5,32.0,4,32,100.0,C0914R10,29.72,-99.98
S10TX353001,9,914,R,0914R,C0914R11,C0914R111,4,6.21039083887752,19.1073664018759,19.1073664018759,203,3,4,23.0,3,23,100.0,C0914R11,32.37,-100.66
S10TX441001,9,914,R,0914R,C0914R12,C0914R121,3,12.9129490614319,20.433223297472104,20.433223297472104,203,2,3,15.0,2,15,100.0,C0914R12,32.42,-99.63
S10TX465001,9,914,R,0914R,C0914R13,C0914R131,3,8.83360671102881,31.966556550403,31.966556550403,203,2,3,22.0,2,22,100.0,C0914R13,30.28,-101.05
S10TX081001,9,914,R,0914R,C0914R14,C0914R141,3,8.1458817640277,41.9566913405393,41.9566913405393,25,2,3,25.0,3,25,100.0,C0914R14,31.95,-100.66
S10TX1370001,9,914,R,0914R,C0914R15,C0914R151,3,25.478658973427102,120.17111140056801,123.958809497654,46,2,3,31.0,2,31,100.0,C0914R15,30.02,-100.4
S10TX105001,9,914,R,0914R,C0914R18,C0914R181,2,10.5294719764099,10.5294719764099,10.5294719764099,203,1,2,2.0,1,2,100.0,C0914R18,30.72,-101.44
S10TX4678051,9,915,C,0915C,C0915C01,C0915C011,7,6.852420308500919,12.562124138522902,23.878626078323602,203,5,7,,7,108,100.0,C0915C01,32.64,-95.79
S10TX4891006,9,915,C,0915C,C0915C02,C0915C021,6,5.55996852158338,31.803963199563498,74.6069128284235,203,5,6,,6,129,100.0,C0915C02,26.49,-97.62
C0915C03-1,9,915,C,0915C,C0915C03,C0915C031,6,8.60362783427455,25.6536618024254,57.4016043773675,203,5,6,,6,123,100.0,C0915C03,29.76,-95.92
C0915C04-1,9,915,C,0915C,C0915C04,C0915C041,6,9.40135572547925,24.548529038505997,55.40796180456861,203,5,6,,6,112,100.0,C0915C04,29.04,-96.82
S10TX0611001,9,915,C,0915C,C0915C06,C0915C061,5,5.444007059872099,27.084348406245198,45.855221375058,203,5,5,,5,203,100.0,C0915C06,26.23,-97.54
S11LA0030016,9,915,F,0915F,C0915F01,C0915F011,7,12.517649467642,35.3864828197196,53.4328627143248,203,6,7,,7,130,100.0,C0915F01,30.78,-92.68
C0915F02-1,9,915,F,0915F,C0915F02,C0915F021,6,6.620346644634969,19.254134383936602,31.790959501171603,203,4,6,,6,130,100.0,C0915F02,30.68,-94.05
C0915F03-1,9,915,F,0915F,C0915F03,C0915F031,6,16.2363156881095,45.359966025027894,63.15060616289679,203,5,6,,6,164,100.0,C0915F03,30.59,-94.81
S11TX6148061,9,915,F,0915F,C0915F04,C0915F041,8,19.3060596466668,39.064208767138,56.2020353444193,203,7,8,,8,127,100.0,C0915F04,33.78,-95.7
S11LA0030006,9,915,F,0915F,C0915F06,C0915F061,6,17.312719962757598,45.6647939309194,58.53493033489321,210,4,6,,6,138,100.0,C0915F06,30.48,-93.08
S11LA0030001,9,915,F,0915F,C0915F07,C0915F071,6,22.3722998076469,41.3358053619409,66.06843963518021,200,5,6,,6,107,100.0,C0915F07,30.52,-93.07
S11TX6038081,9,915,F,0915F,C0915F08,C0915F081,5,22.2722246573355,39.870132069038895,58.314501921672104,203,3,5,,5,117,100.0,C0915F08,33.24,-95.02
S11TX2898151,9,915,F,0915F,C0915F10,C0915F101,8,24.544296330036303,99.2246260663122,121.456265944281,203,6,8,,8,128,100.0,C0915F10,31.56,-95.82
S10LA0110016,9,915,P,0915P,C0915P03,C0915P031,6,7.96723175792988,71.04601177487051,95.1822148883152,203,5,6,,6,133,100.0,C0915P03,30.77,-93.22
S11TX6038046,9,915,P,0915P,C0915P04,C0915P041,5,26.202512573331298,39.490356073499896,56.598989935245505,203,3,5,,5,104,100.0,C0915P04,33.25,-94.94
S10LA0110026,9,915,P,0915P,C0915P06,C0915P061,7,10.964976123398399,33.1288826693177,46.968171850473794,220,4,7,,7,105,100.0,C0915P06,30.46,-93.35
S11TX3138136,9,915,P,0915P,C0915P07,C0915P071,6,13.7983028429984,36.8249150062187,82.61787146519,210,4,6,,6,110,100.0,C0915P07,31.05,-96.04
S11TX1478071,9,915,P,0915P,C0915P08,C0915P081,5,10.1612749108199,16.1407619858391,30.1896422953766,203,4,5,,5,172,100.0,C0915P08,33.78,-95.98
S11TX6008121,9,915,P,0915P,C0915P09,C0915P091,6,11.827202047783999,28.5332024064571,50.0034388511009,121,5,6,,6,102,100.0,C0915P09,30.21,-96.06
S11TX3878041,9,915,P,0915P,C0915P10,C0915P101,6,5.501246874960049,17.7510043836416,27.272465229746103,203,4,6,,6,110,100.0,C0915P10,33.84,-95.17
S11TX2858016,9,915,R,0915R,C0915R01,C0915R011,7,3.96709901017063,9.210741190765289,24.5217466281492,227,5,7,,7,131,100.0,C0915R01,29.37,-96.88
C0915R02-1,9,915,R,0915R,C0915R02,C0915R021,6,10.2714222638746,25.5163491923922,60.8388842522696,203,4,6,,6,100,100.0,C0915R02,28.94,-96.88
S11TX1751021,9,915,R,0915R,C0915R03,C0915R031,6,8.241199180284509,20.738120207500998,43.062280341153794,203,5,6,,6,138,100.0,C0915R03,28.77,-97.18
C0915R06-1,9,915,R,0915R,C0915R06,C0915R061,6,9.54390300241682,30.084967000430304,76.44242137174341,203,5,6,,6,128,100.0,C0915R06,28.58,-97.21
C0915R10-1,9,915,R,0915R,C0915R10,C0915R101,5,2.9330540021966405,8.538970147556041,15.4005886519198,203,3,5,,5,131,100.0,C0915R10,29.33,-96.56
C1001C01-1,10,1001,C,1001C,C1001C01,C1001C011,4,11.0989632401656,41.9313277359948,41.9313277359948,27,3,4,27.0,3,27,100.0,C1001C01,43.39,-92.14
C1001C03-1,10,1001,C,1001C,C1001C03,C1001C031,4,27.4153334028371,98.52744269297159,107.329872607257,100,3,4,35.0,3,35,100.0,C1001C03,42.69,-89.77
C1001C04-1,10,1001,C,1001C,C1001C04,C1001C041,3,11.442804959135598,29.195309942122304,29.195309942122304,100,2,3,16.0,2,16,100.0,C1001C04,42.29,-90.93
C1001C05-1,10,1001,C,1001C,C1001C05,C1001C051,6,27.7603495965531,124.440012819795,135.07620739509701,200,5,6,,6,115,100.0,C1001C05,46.84,-96.32
C1001C06-1,10,1001,C,1001C,C1001C06,C1001C061,3,30.884124836992804,136.431543276529,139.417418370378,34,2,3,34.0,2,34,100.0,C1001C06,45.8,-86.86
C1001C07-1,10,1001,C,1001C,C1001C07,C1001C071,4,16.7828314662091,52.937166169606705,67.363397150996,100,3,4,48.0,3,48,100.0,C1001C07,43.92,-92.62
C1001F01-1,10,1001,F,1001F,C1001F01,C1001F011,3,16.269504270712098,79.33731701929159,79.33731701929159,203,2,3,23.0,2,23,100.0,C1001F01,42.4,-90.27
C1001F02-1,10,1001,F,1001F,C1001F02,C1001F021,3,17.4849005325675,76.05796849595329,80.7438139330242,100,2,3,32.0,2,32,100.0,C1001F02,42.0,-90.19
C1001F03-1,10,1001,F,1001F,C1001F03,C1001F031,5,26.069018586036,69.1515165474685,82.43362180469059,203,4,5,62.0,4,62,100.0,C1001F03,43.32,-91.64
C1001F04-1,10,1001,F,1001F,C1001F04,C1001F041,3,13.5523608268851,52.770380049505796,52.770380049505796,30,2,3,30.0,2,30,100.0,C1001F04,47.47,-87.91
C1001F05-1,10,1001,F,1001F,C1001F05,C1001F051,5,38.0706782783634,108.036723361589,120.531560343489,100,4,5,37.0,4,37,100.0,C1001F05,42.24,-90.8
C1001F06-1,10,1001,F,1001F,C1001F06,C1001F061,4,18.7150385851778,74.57873593237329,78.7436341892232,33,3,4,33.0,3,33,100.0,C1001F06,41.07,-91.75
C1001P02-1,10,1001,P,1001P,C1001P02,C1001P021,4,30.715198926642103,136.46723835246402,149.689176327441,100,3,4,25.0,2,40,100.0,C1001P02,42.06,-90.89
C1001P03-1,10,1001,P,1001P,C1001P03,C1001P031,7,21.625627811691103,66.81814722873399,82.45082428346142,220,6,7,,7,170,100.0,C1001P03,45.62,-95.56
C1001P04-1,10,1001,P,1001P,C1001P04,C1001P041,5,21.4941640328715,48.234287563775204,66.0399973052871,203,4,5,62.0,4,62,100.0,C1001P04,42.57,-90.78
C1001P05-1,10,1001,P,1001P,C1001P05,C1001P051,4,17.9609766462471,80.0186026726912,83.6929659824454,44,3,4,44.0,3,44,100.0,C1001P05,45.7,-87.64
C1001P06-1,10,1001,P,1001P,C1001P06,C1001P061,3,20.900489618362602,99.34191342263429,99.34191342263429,100,2,3,27.0,2,27,100.0,C1001P06,42.02,-90.53
C1001P07-1,10,1001,P,1001P,C1001P07,C1001P071,5,21.0072956363202,51.665287050113704,76.62764479687759,100,5,5,,5,100,100.0,C1001P07,42.01,-90.79
C1001P09-1,10,1001,P,1001P,C1001P09,C1001P091,5,21.6694529621431,80.7055815035031,98.9019420099879,203,4,5,45.0,4,45,100.0,C1001P09,42.55,-90.77
C1001W01-1,10,1001,W,1001W,C1001W01,C1001W011,3,98.29805206206119,299.378017051918,299.378017051918,26,2,3,26.0,2,26,100.0,C1001W01,45.78,-86.81
C1001X01-1,10,1001,X,1001X,C1001X01,C1001X011,5,19.0246356329105,75.2591986432579,77.8396724073532,100,4,5,29.0,3,45,100.0,C1001X01,44.16,-92.56
C1001X02-1,10,1001,X,1001X,C1001X02,C1001X021,6,24.9752347259733,100.97200705348601,114.39264948158001,125,5,6,,6,104,100.0,C1001X02,45.96,-95.79
C1001X03-1,10,1001,X,1001X,C1001X03,C1001X031,5,12.2844082086236,41.401840719172796,41.9533308312821,100,4,5,31.0,4,31,100.0,C1001X03,42.58,-90.92
C1002C02-1,10,1002,C,1002C,C1002C02,C1002C021,4,19.509964091942198,72.45008021461571,127.323451782243,100,4,4,,4,100,100.0,C1002C02,40.6,-93.25
C1002C03-1,10,1002,C,1002C,C1002C03,C1002C031,3,12.4156239392271,69.6856691524098,211.339628535262,100,3,3,,3,100,100.0,C1002C03,40.16,-95.02
C1002C04-1,10,1002,C,1002C,C1002C04,C1002C041,6,16.9054899637737,92.1374606436979,199.11352003419898,152,5,6,,6,130,100.0,C1002C04,44.2,-95.08
C1002C05-1,10,1002,C,1002C,C1002C05,C1002C051,5,19.265810272940303,95.7399987287898,153.618994636909,100,5,5,,5,100,100.0,C1002C05,42.56,-94.24
C1002C06-1,10,1002,C,1002C,C1002C06,C1002C061,6,22.0097153656934,130.041652776744,,100,5,6,,6,89,30.0,C1002C06,43.84,-93.06
C1002C08-1,10,1002,C,1002C,C1002C08,C1002C081,6,12.5633343058269,60.139372967765105,120.06959208078999,100,6,6,,6,100,100.0,C1002C08,40.95,-91.52
C1002C09-1,10,1002,C,1002C,C1002C09,C1002C091,5,12.313390247571,83.8143971429084,153.207746332527,140,5,5,,5,140,100.0,C1002C09,41.34,-93.26
C1002C10-1,10,1002,C,1002C,C1002C10,C1002C101,5,18.5298786970948,111.373618777036,228.78137000300097,152,4,5,,5,140,100.0,C1002C10,44.37,-93.81
C1002C11-1,10,1002,C,1002C,C1002C11,C1002C111,6,26.959057453562398,186.00331075315898,338.365329093536,100,6,6,,6,100,100.0,C1002C11,42.44,-91.68
C1002C12-1,10,1002,C,1002C,C1002C12,C1002C121,5,18.3991932956256,98.09293488343741,157.03439382325502,100,5,5,,5,100,100.0,C1002C12,41.64,-94.07
C1002C13-1,10,1002,C,1002C,C1002C13,C1002C131,6,19.368488533241997,105.502399036565,236.34819406691503,152,5,6,,6,107,100.0,C1002C13,44.16,-94.47
C1002C16-1,10,1002,C,1002C,C1002C16,C1002C161,6,14.2329376683737,89.81764342892491,128.776709109276,100,6,6,,6,100,100.0,C1002C16,41.82,-94.07
C1002C17-1,10,1002,C,1002C,C1002C17,C1002C171,6,17.2276130093304,75.568086202695,,152,4,6,,6,99,30.0,C1002C17,44.22,-95.08
C1002C18-1,10,1002,C,1002C,C1002C18,C1002C181,5,18.799616941219803,78.3216719506146,117.44602520627701,100,5,5,,5,100,100.0,C1002C18,43.77,-94.8
C1002C19-1,10,1002,C,1002C,C1002C19,C1002C191,5,19.662025119032602,115.071126159226,156.789386733106,152,4,5,,5,127,100.0,C1002C19,44.64,-94.42
